Liatháin,sciatháin
chór,chor
caith,chaith
Bog,log
shóisir,cóisir
leighis,loighic
Dun,Dán
leamh,leath
Cos,Col
At,Ath
sá,lá
Bhruiséil,Bruiséile
um,yum
díograis,dorais
Mhaolra,Mhara
núicléas,núicléach
nochtar,nochtann
Diarmaid,dearmaid
Conaire,íogaire
Goill,foill
Páistí,báistí
Tóg,Tón
prionsabal,bprionsabal
bhoinn,bhionn
ádh,tádh
éist,ist
CJ,Ch
bhfoirm,foirm
croí,groí
péas,pras
socruithe,socraithe
Glen,Glan
seanchaí,seanchas
meascán,mheascán
Ráthaigh,fathaigh
Oir,óir
daoibh,aoibh
Buaiteoirí,mbuaiteoirí
dhíbirt,dhíbir
Chúirte,Choirce
measta,measa
easpaig,heaspaig
Hanna,ranna
bheas,bhéas
Ceadaoin,Céadaoine
gs,gás
Feasa,Feasta
gCeantar,gceantar
Scríbhneoireacht,scríbhneoireacht
Seo,ceo
Francach,Francacha
Réaltaí,néalta
náisiúnacha,náisiúnachas
pháirtí,pháirt
Cabhair,cabhair
nascanna,bacanna
Cóil,Cúil
neach,each
leasa,leaca
Gaelach,eallach
ab,ae
son,gon
fola,folt
fionraí,piontaí
iain,rain
von,lon
Aiséirí,aiséirí
iarainn,iarann
di,dti
LÁ,Le
dún,dúl
fíor,for
File,Five
by,boy
Ór,ar
gaolta,saolta
ham,hat
níos,níor
scar,car
nochtadh,nochta
OK,O
Mhac,Mham
ac,mac
Scar,Scór
p,r
só,ló
chaitheamh,scaitheamh
Ceathrú,leathré
Cóta,nóta
bhFéile,fhéile
far,fuar
Ifreann,aifreann
contúirteach,chontúirteach
sé,mé
cartlainne,ceardlainne
duit,duirt
H,He
Sí,Se
Caisleán,caisleáin
Deiscirt,Deisceart
dean,den
ceangal,cheangal
tAcht,tocht
Níor,fíor
gCathair,Cathair
fiosrúcháin,fhiosrúcháin
téim,céim
des,das
hé,cé
té,pé
chóir,chóip
lena,len
stráice,stráca
Comghairdeas,Chomhghairdeas
bheagán,beagán
coireanna,ciceanna
tiomanta,tiomána
dea,ea
pharóiste,bparóiste
scolaíochta,scolaíocht
air,airí
ceathar,cathair
caisleán,chaisleán
haer,hear
Ógáin,hÓgáin
Aodh,Aoidh
sios,fios
Chléire,Cléire
saoránach,scornach
Winners,tinneas
aontachtach,aontachtacha
chugham,chugam
chleachtadh,chleachtas
teacht,teach
é,l
Minh,Ming
na,ná
dubh,subh
theanga,bheaga
Chaitlín,Cailín
léasadh,lascadh
tuiscint,dtuiscint
Ins,ins
mhóin,mhéin
eo,eol
chros,chos
los,nos
gCúige,Cúige
bhFiann,bheinn
cad,cam
Tone,Tune
cearta,gcearta
á,fá
bh,ch
Póilíneachta,póilíneachta
Dumhach,lámhach
Im,km
mharaíonn,tharlaíonn
mún,mon
Na,ea
La,Las
cúraim,cúram
thagraíonn,fhógraíonn
dheireanacha,deireanacha
nochta,nocht
Tóraíocht,Tacaíocht
Áite,áite
Was,las
daoradh,darach
ligeann,titeann
shochaí,sochaí
áiteanna,áiseanna
crapadh,carnadh
obráid,oráid
Biseach,eisiach
Ró,só
Big,Bog
sé,s
Ui,ni
polaitiúil,pholaitiúil
Fhorais,Foras
bhuíoch,chríoch
cruthaíonn,chothaíonn
hOllscoil,hOllscoile
gléas,glas
foilsiú,fhoilsiú
mhana,mana
Mír,tír
Meabhraíonn,gcabhraíonn
Mainnín,aintín
it,il
Ghaeltacht,Ghaelacha
Sean,dean
roth,ráth
R,r
Ná,á
Lí,sí
meon,moon
gcaint,caint
phaiste,paiste
rt,ro
sar,sara
Miss,Mass
éisteach,biseach
Srath,Sruth
S,Ó
ionsaigh,aontaigh
gCatagóir,gCatalóin
ne,ni
Túr,Tir
Son,mon
bhallraíocht,ballraíocht
L,ú
cloistear,chloisfear
Pa,ea
Sliabh,Shliabh
g,f
athuair,thuar
coirp,coir
dm,dh
cá,ca
tada,taca
cleachtais,gcleachtas
Micheál,Mhícheál
mion,min
help,held
déanfar,dhéantar
hathair,hothair
feisirí,feidir
measc,measa
cheartú,chearta
ghné,gné
geala,gealt
amhránaithe,hamhránaithe
tour,our
Oileán,Oileáin
dheas,sheas
el,eh
thréimhse,thréithe
Chill,Cill
borradh,boladh
sochair,siocair
hos,ho
inneall,imeall
uain,suain
channel,change
der,del
Se,e
mb,mbó
Má,Mi
Aird,Airm
inneach,misneach
gcomhar,gcomhair
Donncha,Dhonncha
bhriain,bhain
ian,mian
gunna,ghunna
Mháthair,mháthar
se,ce
cíosa,cosa
ndearna,ndéana
Am,Ab
Dhaithí,mhaith
boise,aoise
cleachtais,chleachtas
her,der
bhfanfaidh,fhanfaidh
fhilleann,uilleann
ga,goa
Ciarraí,tiarnaí
seal,sea
Will,Well
tóin,fóin
faoin,caoin
mbuaileann,mbaineann
bhféile,bhfilí
phaistí,bhaist
Chainnigh,Coinnigh
fholúntas,folúntais
acú,acu
cíos,cos
Dubhghaill,Dhubhghaill
fhagháil,fhágáil
saoirse,stoirme
thosaíonn,chosnaíonn
oireann,ghreann
sloinne,clainne
Bí,Be
bhainis,bhaint
tsiúl,siúl
Seoirse,daoirse
báite,háite
long,song
gad,ad
Mheithimh,Mheitheamh
mballstát,bhallstát
córas,córa
u,é
traochta,teochta
League,league
Sasanaigh,Sasanach
fóir,fóil
Scéalaíocht,scéalaíocht
hÉanaigh,manaigh
Reachtain,seachain
dheisiú,mhaisiú
C,Co
déanaim,dhéanaim
traenálaí,traenála
oth,th
dánta,dána
Bá,gá
nathair,láthair
éachtaí,éacht
cuimhniú,cuimhne
práinn,práinne
tarbh,garbh
Earrach,marcach
ghoirt,ghort
Last,past
mhonarcha,chonartha
Pen,men
Ghaolainn,cholainn
dúl,cúl
dom,dem
Diarmaid,Dhiarmuid
clóite,chlóite
curaidh,churaidh
u,um
cheannaireacht,ceannaireacht
Teanga,teanga
Mhíchíl,Mhícheál
Cré,fré
gníomhaíocht,gníomhaíochtaí
milliún,billiún
Pobalscoile,Phobalscoil
Clochán,Cloch
Beckett,Bennett
b,c
bhaoil,bhaol
a,an
Chartlann,Cartlann
Brat,Bran
Í,t
deir,adeir
gcaitheamh,scaitheamh
tosaíonn,thosaíonn
gnó,nó
Thabharfadh,Tabharfaidh
yn,yé
cheaptar,cheapfar
thugadh,tugadh
col,gol
mbraitheann,braitheann
Am,m
fhad,had
sheoladh,shlogadh
Ghleann,Greann
so,s
áiteamh,áitreabh
linne,linn
Casey,Carey
fiúntas,liúntas
Gearmánaigh,Gearmánach
Beag,Beaga
aite,daite
custaiméirí,custaiméir
Fir,Fair
Ceantar,Ceantair
Samhain,Sathairn
Charna,Charn
fheiceann,leiceann
ime,time
En,an
amaidí,maidí
Mas,Mar
iarainn,iarrann
Max,Mar
mhairfidh,chuirfidh
p,c
bharúil,mbarúil
éirithe,réitithe
Lam,Lae
seachtú,neachtc
réasúnta,réasún
taitneamh,thaitneamh
suntais,cuntais
est,eat
Do,co
leathadh,creathadh
theanga,cheangal
tu,zu
taispeántais,thaispeántas
roinne,roinnt
hAthbheochana,athbheochana
Yup,Yep
bhreith,bhreithlá
chroí,chroi
buachaillí,bhuachaill
Seachain,deachair
Neil,Nell
Scol,Scoil
ghloine,dhaoine
thine,think
Beannacht,Beagnach
Ah,As
scriosta,sciorta
Brothers,others
cé,dé
á,o
T,s
bpáiste,bpáirt
Deo,deo
Flann,ólann
léasadh,chasadh
cathaoir,chathair
haíonna,daonna
ceannaire,gceannairí
eu,du
reachtaíochta,eachtraíochta
Imeacht,seacht
feachtas,feachtais
sonrach,sonracha
gcainteanna,gceisteanna
war,lar
bhan,than
chúig,chuig
Sí,dí
Feach,Féach
em,me
mol,maol
deo,teo
é,k
Mála,Mala
Toy,Tony
b,x
dhearmad,ndearmad
achainí,amhain
ndéarfadh,ndéarfaidh
Bhóthair,Bhóthar
Tabhair,tabhair
W,e
Dominic,Doiminic
Mad,Mag
k,v
chat,chait
Gearradh,earrach
Rackard,Richard
Seanchas,Seachas
ndéantar,ndéanfar
coisithe,coiste
piardaí,tiarnaí
Feidhmeanna,aidhmeanna
gaeilge,gaeil
lasta,pasta
Briathar,ruathar
luascadh,nascadh
casadh,céasadh
bhraitheann,braitheann
sean,gean
aireach,direach
bad,bar
Muire,Máire
Teachtaí,Teachta
mBuailtín,Buailtin
gcéill,gcéilí
Eh,Eo
Sheehan,Shean
aonaracha,monarcha
gcomhrialtas,chomhrialtas
Ho,go
Leagadh,meangadh
t,e
h,Í
cheamara,conamara
Chuimhnigh,dheimhnigh
ciotach,hiontach
Mhúirne,chúinne
Léigiún,éigin
róin,bróin
rialacháin,rialachán
Buíochas,buiochas
ionsaíodh,ciontaíodh
cat,at
olltoghcháin,olltoghchán
Project,project
Lol,ol
year,fear
theastas,teastais
laghdaithe,laghdaigh
chuirfeadh,cuireadh
Dhálaigh,Dálaigh
nUltach,Ultach
Thá,Thrá
Uilleann,Uinseann
róil,óil
ábhar,abhar
Uile,Éile
úrscéil,Úrscéal
Muirí,suirí
SP,Sí
staighre,dtaighde
Bn,on
ann,anna
caite,caife
Alban,hAlban
téamh,téama
Dúiche,dúiche
Aois,Anois
DO,Da
Corca,Cora
Grianghraif,grianghraf
bos,bás
déanadh,glanadh
eh,es
hearraí,gharraí
tan,han
deireann,ndeireann
coimhthíoch,coimhthíos
org,lorg
Eorpach,Eorpacha
Ógie,Óige
teagascóir,teagascóirí
rachaidh,rabhaidh
dog,log
slabhru,slabhraí
Dhomhnaill,Domhnaill
chrainn,cruinn
chleachtas,chleachtann
Gara,para
maithe,maith
Chofaigh,Chogaidh
less,leas
h,c
bhuaileadh,bhualadh
COS,OS
acadúil,réadúil
gcoinne,gcinn
alt,ailt
bpóilíní,póilíní
manaigh,hÉanaigh
Ritheann,itheann
Triail,triail
measc,deasc
shaothair,hathair
pobalbhreith,pobalbhreithe
sláinte,tsláinte
h,m
aistriú,aistir
chúigiú,cúigiú
Ha,sa
ealaíonta,healaíona
bhealaigh,bealaigh
Sóisialach,sóisialach
ve,de
Q,a
Labhairt,gabhair
fhill,fhilí
Éan,san
fear,year
Sure,sure
baineann,doineann
Choiste,phointe
inar,iar
íochtar,íoctha
bpointe,bainte
chondae,chonac
mb,ma
aisteach,aistear
Donncha,Donnacha
tsíocháin,síocháin
criú,crú
Winners,rinneas
seachaint,feachaint
dtabharfaidh,thabharfaidh
bags,bag
suí,cuí
nuachta,fachta
bhanna,buanna
Ultaise,Ultaigh
MA,Me
seasann,fearann
Ar,r
Máistir,aistir
fhógraí,fógraí
mBearla,Bearna
mhilis,milis
phointe,chainte
leanann,fearann
Thagair,thagair
Ardán,ardán
áirithe,oibrithe
luaithe,uaithi
far,fair
nGealach,bhealach
dul,du
Harvard,Hansard
comhar,comhair
ainmhithe,ainmnithe
Lána,Lán
thábhachtaí,thábhacht
Comhgháirdeas,Comhghairdeas
ritheas,maitheas
bhraitheas,mhaitheas
dá,dár
ruathair,rothair
caol,chaol
bpáirtí,páistí
tSeachtain,tseachtain
gceapfaí,gceadófaí
At,at
Table,able
Pádraic,Phádraig
nách,lách
ann,any
nós,ós
dearg,deara
Eachtra,eachtraí
chéim,choim
fhéachaint,bhuachaint
Eye,aye
Trócaire,trócaire
Best,best
Bun,Bon
amhain,amháin
fhreagair,fhreagra
beirt,bheirt
aineolais,aineolas
Ghradam,nGradam
bpléifear,phléifear
fógraíochta,foghraíochta
rotha,rothaí
AN,Ag
Song,song
Tuairim,Tuairimí
rinne,rinn
gcearta,bearta
ceannairí,ceantair
tonnta,tonna
Words,Word
É,p
yo,y
Mainistir,bainistiú
tuartha,tagartha
St,at
sá,só
ae,le
éad,téad
cú,clú
fháinne,bhainne
Ghinearálta,ginearálta
suarach,cuardach
imreora,imreodh
ceanncheathrú,cheanncheathrú
slánú,slán
amháin,amhráin
Mhol,chol
Dáilcheantar,dáilcheantair
aicme,aice
pocanna,nodanna
Imill,imill
glacadh,glacaim
aidhmeanna,feidhmeanna
Ah,At
maslach,gaelach
M,Ms
iomáint,thiomáint
páiste,páistí
scaradh,fearadh
seomraí,seoltaí
féin,fein
gcairt,scairt
cáilíocht,filíocht
gríosú,ghríosú
Gradaim,Ghradaim
mhara,mharc
néata,néalta
íocfadh,íocfaidh
same,game
síneadh,shíneadh
seacht,seachtú
atheagrú,atheagar
ndaltaí,réaltaí
tsaotharlann,saotharlann
chomharchumainn,chomharchumann
bhfoilseofar,bhfoilseofaí
Toghcháin,Toghchán
Oifigiúla,oifigiúla
coiníní,toitíní
chainteoirí,haisteoirí
sleachta,tsneachta
dréacht,éacht
thoghcheantar,toghcheantar
Danú,Dan
thomhas,dhomhan
bPáirtí,pháirtí
Le,Lí
Dánta,Dána
Mhá,Mná
Baint,caint
ea,tea
cásanna,mbásanna
Dath,dath
srianta,séanta
aithneoidh,aithníodh
Nóiméad,noiméad
leantóirí,seanóirí
cladaigh,cladach
ra,ba
Ciarraíoch,Ciaraioch
orthu,ortha
cuireann,deireann
tagairt,bagairt
cruthaitheach,cruthaitheachta
cathair,tabhair
reading,leaving
ruaille,buille
chasfaidh,sheasfaidh
grinn,rinn
gcruthú,cruth
SF,So
Ceannairí,Ceannaire
bhfírinne,fhírinne
country,county
Í,c
huaire,huair
Úr,r
gcúilín,cúilín
mb,my
cloisint,cloisim
mhothúcháin,mothúcháin
Everyone,everyone
Más,Mám
aon,ann
Dun,sun
x,á
post,tost
tIar,Iar
ghreann,fireann
Comhaontas,gComhaontas
Bhearna,Beanna
achair,achar
Laoise,aoise
Bhreathnach,Bhreathnaigh
maraithe,earcaithe
stoirme,staire
hairithe,cóirithe
sháraigh,shocraigh
tomhais,thomhas
Úr,ur
god,nod
fearadh,leagadh
wan,nan
feiceann,bhfeiceann
Muidne,muidne
cúitimh,cúnaimh
lt,lá
spéire,bpéire
T,ó
Buan,Bean
Gleoite,leite
theachsa,theacht
himreoirí,imreoirí
Dei,Deis
Chris,Christ
bhfisiceoir,fisiceoir
thuairim,thuairimse
ceantair,cheantair
phointí,point
snas,seas
núicléacha,núicléach
Thaoisigh,taoisigh
ca,ma
dóthain,dóchais
mbun,mbua
chanadh,dhúnadh
pháiste,páiste
fágáil,fhágáil
Tú,Thú
bhfuacht,bhruach
leithéad,leithéidí
Shóisir,sóisir
tais,nais
told,tola
lú,lt
Dhonncha,Dhonnacha
buanna,cuanna
Tacaigh,tapaigh
Cor,Corp
clann,crann
chríoch,bhuíoch
phóilíní,mhóilín
Té,né
Ghlas,Ghlais
Fionn,bionn
gas,gás
deartha,gearrtha
coise,aoise
fheiceál,fheiceail
Glacfaidh,nglacfaidh
dlúithe,dlúth
lann,lan
Acmhainní,acmhainn
X,l
tosnaithe,thosaithe
siad,slad
get,geit
gcraic,craic
chaithfinn,chaithfidh
bailiúcháin,bhailiúchán
feirge,feirme
hais,haois
Naofa,daofa
Comhscór,comhscór
choiste,phaiste
wee,see
nó,ón
Bhreatnais,mBreatnais
sochair,socair
ar,al
ni,no
Dó,ló
gl,go
had,ha
buama,buamaí
true,trua
Cailleach,baileach
Pictiúr,pictúir
níltear,shíltear
Carn,Carna
Chairde,haird
In,yn
nathair,iarthair
fál,fág
win,won
athrá,athlá
Ná,lá
áis,áil
Uí,dí
Dálaigh,Óglaigh
leór,leor
Ara,Are
La,Law
chapall,capall
Up,Ua
sinsearach,sóisearach
féile,béile
mile,Éile
clog,cloig
my,mo
tà,te
deireadh,deireann
saoiste,paiste
comhraic,comhra
Phóil,Phil
Éanna,ranna
buailte,bhailte
Ag,A
Cos,Cor
adaimh,adamh
Bill,Bell
gcathair,chathair
aineolas,saineolas
Tina,ina
toscaire,trócaire
haíonna,míonna
Chaisleáin,thaispeáin
Teampaill,teampaill
ghealach,ghealladh
dua,dha
Sraithe,breithe
on,ow
dheacra,dhara
com,comh
Spreag,spreag
na,ni
Cainte,bainte
Iarratas,hiarratas
cheacht,beacht
file,uile
TÉ,TÁ
misniúil,inniúil
Naíonáin,naíonán
Poblachtánach,poblachtánach
Tarlaíonn,tharlaíonn
na,ha
Tuaithe,buaite
óga,ióga
phointe,fhoinse
páirte,páirt
inn,binn
chuaigh,chuige
thógtha,tolgtha
Beagnach,ceannach
mhóilín,phóilíní
fichiú,fichid
lé,la
Buachaillí,bhuachaillí
áirithe,dírithe
Neansaí,leanfaí
paróiste,bparóiste
poll,bpoll
Marc,Mark
ciontach,iontacha
Bhreatimeacht,mBreatimeacht
her,hea
Feicfimid,feicimid
Amuigh,amuigh
gcolainn,cholainn
tAcht,hAcht
comhartha,gcomharthaí
lathair,achair
Roy,Ron
Laighin,aithin
Briseadh,cliseadh
imeacht,beacht
Cheantar,Chearta
Ua,a
Tonight,tonight
Nó,NÍ
piléar,áiléar
Imeacht,sheacht
Bhéarla,mBéarla
Ais,Ait
Éideann,Éigean
shaoirse,saoire
cleachtaí,sleachta
Aeráide,óráide
choinne,aoinne
tvuíteáil,tuíteáil
Curnáin,Corráin
Ravelóid,Raveloid
dtí,dti
nGearmáin,Ghearmáin
bhuil,bhuail
achrainn,acmhainn
S,Sí
ro,row
i,t
Bhriotáin,Briotáine
_,w
Díospóireachta,díospóireachta
Club,club
bhfadhbanna,fadhbanna
hUachtarán,Uachtarán
thagann,thagas
IS,I
thugtaí,dtugtaí
Stair,Staic
lar,nar
casfaidh,fanfaidh
man,can
gol,gob
síocháin,síochána
thógála,thógáil
Abhaile,bhailte
de,se
comhlachtaí,chomhlachta
aid,id
banda,bandia
Acadaimh,hadaimh
Imeacht,smacht
Thuigfeá,chuirfeá
daor,dhaor
acra,aca
One,one
Snáithe,Stáitse
Muna,muna
Naoi,aoi
éachtach,lochtach
chian,dhian
chainte,caint
tsagairt,bagairt
oifigiúl,oifigiúla
Gaelacha,gaelacha
Ó,É
gcuireadh,gcuirfeadh
chríoch,críoch
Xi,ni
fás,fán
chirt,cairt
r,l
nGaillimh,Ghaillimh
Mar,Mary
mhúinteora,mhúinteoir
milleadh,filleadh
Baoill,Bhaoill
gcabhródh,chabhródh
geansaithe,leasaithe
arán,Órán
gabhair,tabhairt
Gold,old
hiontas,piontaí
Chaithfí,Chaith
haíonna,chríonna
feiceáil,fheiceáil
Folúntais,folúntas
meascadh,mheascadh
Anuraidh,anuraidh
red,re
maol,baol
Ind,Indo
fiúntas,iontas
cách,cáca
tua,rua
staraithe,tarlaithe
head,had
bhfuilim,bhfuil
ansa,ansi
Níor,síor
il,i
leithid,leitheid
Tuairiscíodh,tuairiscíodh
Te,e
Airt,Art
em,km
Sat,hat
Bl,Br
sú,sa
cruaidh,curadh
chaitheas,mhaitheasa
ceartú,cearta
Back,Black
traenach,traonach
á,i
gcúilín,gcúigí
siad,siúd
chearn,cheart
ambasadóir,ambasadóirí
cheanna,pheann
thiomantas,tiomanta
bhfómhar,bhfabhar
deir,deis
gcúig,gcúige
Áiseanna,háiseanna
Meiriceánacha,Meiriceánach
Guíonn,luíonn
bhainfear,bhainfeadh
shos,shows
Áite,tite
Gealaí,gealaí
cladaigh,cuardaigh
aíonna,haíonna
mhuir,mhóir
bainistíochta,bhainistíocht
Béarla,Bearla
sean,seal
neacha,neach
anam,asam
Dave,gave
fearacht,leanacht
J,Á
Leagtar,leagfar
huachtaránachta,uachtaránacht
y,h
MF,My
ghob,gob
chiceanna,ciceanna
urchair,arbhair
bunaíodh,bunaidh
B,e
sluaite,luite
mheallann,mhealladh
anam,anama
Cóisir,sóisir
carthanachta,charthanacht
uachtarach,íochtarach
cheadaigh,cheannaigh
heol,sheol
b,i
McDonald,Donald
Seirbhís,seirbhísí
cat,cad
théamaí,théama
gol,goo
Cuirfear,gcuirfear
cailíní,cailin
Cuala,Cupla
leí,len
Os,s
thagair,tsagairt
Mhanann,déanann
Nach,ach
chuireadh,chuireann
sár,ár
síolta,seolta
mBille,mbille
eo,e
Muire,Maire
fheidhmeannais,fheidhmeannas
fhómhar,fómhar
Dhomhnaill,Dhomhnaigh
Dé,té
gcás,cás
té,to
cheol,cheal
aighneas,aighnis
donn,dorn
comhlachtaí,gcomhlachtaí
cnis,cáis
dtrioblóidí,trioblóide
Sinn,inn
huimhreacha,huibheacha
bís,rís
Bhíodar,Bhíodh
breise,bhreise
dhlínse,dhlíthe
Cur,cur
drabhlas,drabhlás
gCogadh,gobadh
Da,Dan
Ghaeloideachais,Gaeloideachas
luas,leas
leor,deor
Forbacha,Forbartha
mi,hi
SA,Se
chonradh,chogadh
Ostair,stair
rain,róin
Tugann,tugann
Stailín,cailín
Hata,mata
cúirteanna,coireanna
dheontas,hiontas
hé,he
far,car
mara,marú
Pháistí,bháistí
MP,Mo
imeachta,himeacht
saoránacht,shaoránach
Deireann,Doireann
aontaím,aontaim
tan,wan
cuireadh,tuigeadh
rá,grá
Shé,She
caoineadh,smaoineadh
bhfógra,bhfógraí
Tar,iar
Réaltaí,Réalt
parlaimint,pharlaimint
Bell,hell
iascach,bacach
brístí,bríste
fhadscannán,fadscannán
Eolais,eolais
choladh,chogaidh
hairde,haird
l,lé
déanadh,canadh
gradaim,ngradam
saoirse,aoise
Chéile,chéile
iar,lar
Tábla,cábla
V,z
Beanna,ceanna
na,nua
bhrón,bhróg
bhuille,chuile
Aye,aye
Dia,dia
sláinte,sloinnte
Ath,Áth
SiógnabPost,siógnabpost
Dr,yr
héileacaptair,héileacaptar
list,lost
claí,clar
re,rá
Sean,Seans
aonaid,aonair
reifrinn,reifreann
al,il
bhfómhar,bhóthar
óna,mna
leasc,leas
Teachtaí,Teacht
na,né
phóca,póca
र,e
haonaid,aonaid
Cloisfear,gcloisfear
Íontach,sonrach
pioc,sioc
que,quo
thaitin,thaistil
Choirn,Chorn
Bad,cad
Be,te
dualgas,dualgais
fís,dís
suaracha,suarach
Dóilín,móilín
Leanfaidh,leanfadh
serious,scrios
cosúil,chosúil
O,k
Cosaint,gcosaint
tharr,thar
clainne,glaine
fráma,tráma
ha,he
ie,re
mi,mí
ch,eh
tugtha,tógtha
deimhneach,nimhneach
Broin,Brain
gcéanna,gcéadta
Ceann,ceann
fí,sí
meeting,meaning
bídh,bádh
roinnt,roinne
gCiarraí,Ciarraí
aitheasc,maitheasa
Boston,mBoston
xo,to
Mé,pé
chéimeanna,choireanna
ise,ie
bpáirceanna,páirceanna
ch,th
tig,tic
Faisnéise,fáisnéise
fhéachaint,fhéachann
cairt,caint
slánú,shlánú
léan,lean
np,né
Le,Let
thimpeall,timpeallú
Ui,di
léirmheastóir,léirmheastóirí
choladh,seoladh
nuachta,nochta
chontae,chonaí
beadh,mbeadh
N,n
tvuít,tuít
Nain,iain
Taispeántas,dtaispeántas
uachtar,éachtaí
cúirteanna,ceisteanna
dochtúirí,dhochtúirí
Cadhain,Catháin
leagfaí,leagfadh
iomlán,hiomlán
cúilíní,silíní
áilleacht,Áilleacht
mholadh,chogadh
láthair,táthar
Cha,Chua
scóir,cóir
chúilín,chéilí
maslach,salach
Bean,Bran
Cholmáin,Chorráin
Gréagach,Ghréagach
Bean,gean
gha,dha
éisteacht,héisteacht
facthas,feachtas
Conghaile,Conghail
Martina,Martha
min,mion
GaelscoilAU,Gaelscoile
McDonnell,McDowell
éireodh,léireodh
Lula,sula
ghníomh,gníomh
conamara,ceamara
Stander,Stanley
sinsear,pinsean
maoine,maoin
mbille,maille
Shroich,dhroch
ie,ae
isn,in
loss,los
teachta,teochta
aipeanna,cóipeanna
dathanna,guthanna
sheachtain,sheachain
thá,trá
hé,ha
mealltach,meallta
cruinnis,cruinne
Bronnadh,fionnadh
Fennelly,Fennell
cuairte,cairde
láir,áir
lom,dom
c,o
scoilte,scoil
ET,Ed
Éinne,binne
bannaí,mbannaí
tionscadal,tionscal
led,leid
Uasal,asal
Tarraingíonn,tharraingíonn
saoránaigh,tsaoránaigh
deireadh,doirteadh
dheonach,dhéanach
Misneach,mhisneach
bhallaí,balla
bhíonns,bíonn
fhilleann,filleann
ye,re
ciorruithe,gciorruithe
imreoirí,imreoir
lth,oth
aithníodh,ainmníodh
gealach,bhealach
St,Sat
Ban,Buan
masc,nasc
chaithfeá,chaithfí
mharfach,dearfach
art,ort
chlúdach,gclúdach
Mó,ó
aclaíocht,eolaíocht
goile,ghile
C,v
Mé,né
Leo,reo
tOileán,Oileán
Bóthar,mBóthar
stangadh,staonadh
Mór,Mar
Ban,van
margaíochta,earcaíochta
beagnach,cearnach
pacáistí,pacáiste
foilsithe,fhoilsithe
eólas,eolas
breithe,treibhe
chúraim,cúram
phinsin,pingin
shuíomh,bhuíoch
on,won
imeachtaí,teachtaí
fail,faic
giotár,ghiotár
chanadh,charad
Leasa,Luasa
bhuaileadh,bhlaiseadh
ocht,acht
Cleas,leas
cúnaimh,chúnamh
óráid,bráid
chaid,chuid
coir,cóir
ni,ii
chealú,dhealú
faraoir,faraor
Staid,Stad
j,v
fá,bá
per,der
SF,Sé
foirmlí,fhoirmle
chré,chró
compordaí,compord
comónta,íorónta
bhuachan,bhuachaint
Coimirce,imirce
mhuinín,muiníne
lei,lem
Mag,éag
shape,share
shagart,bhagairt
Nótaí,nótaí
chomhrialtais,chomhrialtas
bad,bed
Davy,Daly
olann,clann
by,buy
tar,iar
fhíseán,físeáin
Siar,Sir
marc,marú
Scríofa,scríofa
Me,Mó
thosnú,thosú
Chogadh,mhagadh
gt,et
mí,uí
Gmail,email
branda,banda
Óg,ag
Daire,faire
coille,coill
Death,death
Thugamar,fhágamar
deas,dheas
ite,its
reo,red
cuí,chuí
diamant,dialann
dusta,dulta
leoga,beoga
tseans,tsean
Seachtain,tSeachtain
meitheal,mheitheal
thairis,thainig
cromtha,cumtha
iascaigh,iascach
sileadh,síleadh
Breatimeacht,Bhreatimeachta
ú,l
Saothair,cathair
Corp,corp
Más,fás
poem,poet
Féadfaidh,fhéadfaidh
fearainn,tharainn
mhaíonn,mhaoin
mheabhrú,meabhrú
mhúinteoirí,múinteoir
óráid,hóráid
míshástacht,mhíshástacht
bpota,pota
An,Ag
Náille,táille
care,came
Via,bia
milliún,uillinn
thoisigh,theifigh
réabadh,rabhadh
tagann,thagann
sluaite,suite
Tuigeann,muileann
Mara,Mar
faidhbe,faighte
cheird,ceird
leapa,leaca
J,u
tSínis,Sínis
Bainisteoir,bhainisteoir
Carrach,torrach
ngealltanas,gealltanas
Ait,Áit
cruinne,crainnte
an,un
modhanna,codanna
méadaithe,neadaithe
Tuig,Thuig
Bad,gad
Corr,Cora
towards,awards
A,a
Cainte,Caint
moladh,boladh
Ghaillimh,nGaillimh
mbásanna,chásanna
turas,turais
bhearna,mbearna
Cruinne,Chuinn
Ísiltír,hÍsiltíre
ullmhúcháin,ullmhúchán
America,American
haimsir,aimsir
iascaigh,iascaire
ch,cf
cheoltóirí,cheoltóir
bhféiniúlacht,féiniúlacht
dhian,phian
bagrach,éagórach
eisithe,aimsithe
Chaill,Cahill
chíos,cíos
gcarachtar,gceachtar
caca,cáca
Gan,Gay
run,rud
na,ana
Ghiúdach,Ghiúdaigh
bhóithre,bóithre
ár,cár
praghas,saghas
Margadh,mhargadh
maidin,mhaidin
chaoin,mhaoin
chearta,heart
bpointe,bpointí
iomarca,iomarcach
mean,mbean
Coinneoidh,gcoinneoidh
L,b
Coir,aoir
He,Ho
Reachtain,sheachtain
il,gl
Caitlicigh,Chaitlicigh
thréine,bhréige
bainteach,baintear
híoc,íoc
E,h
loscadh,lascadh
faide,caide
Cuimhne,cuimhne
DO,Dr
Móra,córa
é,ó
déan,éan
figiúirí,figiúr
Books,Brooks
cineálacha,chineálacha
náirithe,airithe
spíonta,pionta
Pat,Phat
NA,No
Choláiste,Coláistí
thuaithe,bhunaithe
dha,ha
Smál,smál
Ha,a
Plé,glé
réamhbhabhtaí,réamhbhabhta
deich,deoch
Comhionannais,comhionannais
xo,eo
íocaíochtaí,tosaíochtaí
eochair,rothair
teams,teas
